"NumeroBenevole","Civilite","Nom","Prenom","NomComplet","Email","Telephone","TelephoneMobile","Adresse1","Adresse2","NPA","Ville","DateNaissance","Langues","SituationPersonnelle","Formation","NotesGenerales","NotesInternes","Binome","Statut","DateEntree","Provenance","ProvenanceDetail","DisponibilitesPreferees","CentresInteret","Competences","RecevoirInvitations","ParticiperEvenements","DateCreation","DateDerniereMajProfil","RGPDConsentement","SourceID"
"BEN-00981","Mademoiselle","Michel","Isabelle","Michel Isabelle","isabelle.michel@mail.ch","410228105687","410789071693","Rue de la Paix 97","","1213","PETIT-LANCY","15/04/1940 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Corona","","","","","Non","Oui","09/07/2020 16:57:48","2025-12-07 15:02:53","Oui","981"
"BEN-00982","Monsieur","Garcia","Catherine","Garcia Catherine","catherine.garcia@contact.ch","410221074276","410783318631","Avenue de la LibertÃ© 64","","1209","GENEVE","13/01/1990 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","13/07/2020 12:05:06","2025-12-07 15:02:53","Oui","982"
"BEN-00983","Monsieur","David","Nathalie","David Nathalie","nathalie.david@test.ch","410223451714","410777348879","Avenue des Champs 1","","1205","GENEVE","28/07/1965 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","13/07/2020 12:19:06","2025-12-07 15:02:53","Oui","983"
"BEN-00985","Madame","Bertrand","Pierre","Bertrand Pierre","pierre.bertrand@email.ch","410223575816","410784353811","Route de Lausanne 77","","1208","GENEVE","26/01/1951 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","14/07/2020 12:02:18","2025-12-07 15:02:53","Oui","985"
"BEN-00986","Madame","Roux","Jean","Roux Jean","jean.roux@exemple.ch","410225239456","410764627480","Rue Jean JaurÃ¨s 7","","1202","GENEVE","01/05/1979 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Email","","","","","Non","Oui","21/07/2020 09:49:55","2025-12-07 15:02:53","Oui","986"
"BEN-00987","Madame","Vincent","Marc","Vincent Marc","marc.vincent@mail.ch","410221761329","410796108575","Avenue Victor Hugo 38","","1209","GENEVE","03/07/1960 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","21/07/2020 10:29:13","2025-12-07 15:02:53","Oui","987"
"BEN-00988","Madame","Fournier","Philippe","Fournier Philippe","philippe.fournier@contact.ch","410224645887","410784568248","Avenue des Alpes 10","","1201","GENEVE","02/02/1980 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Email","","","","","Non","Oui","21/07/2020 12:31:42","2025-12-07 15:02:53","Oui","988"
"BEN-00990","Madame","Morel","Laurent","Morel Laurent","laurent.morel@test.ch","410226998579","410795863368","Chemin de la Colline 93","","1203","GENEVE","18/02/1950 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Corona","","","","","Non","Oui","17/08/2020 17:40:07","2025-12-07 15:02:53","Oui","990"
"BEN-00994","Madame","Girard","Julie","Girard Julie","julie.girard@email.ch","410225236567","410773385778","Avenue des Alpes 28","","1200","GENEVE","16/02/1960 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Bénéficiaires","","","","","Non","Non","24/08/2020 14:54:28","2025-12-07 15:02:53","Oui","994"
"BEN-00995","Monsieur","AndrÃ©","Christine","AndrÃ© Christine","christine.andrae@exemple.ch","410224211554","410766629585","Rue de la Mairie 30","","1214","VERNIER","05/07/1942 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","25/08/2020 10:01:12","2025-12-07 15:02:53","Oui","995"
"BEN-00996","Monsieur","Mercier","Sylvie","Mercier Sylvie","sylvie.mercier@mail.ch","410221859742","410771393290","Chemin des Pins 64","","1207","GENEVE","26/04/1993 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Corona","","","","","Non","Non","25/08/2020 15:10:18","2025-12-07 15:02:53","Oui","996"
"BEN-00997","Madame","Dupont","Sandrine","Dupont Sandrine","sandrine.dupont@contact.ch","410222672760","410772666742","Chemin des Pins 43","","1204","GENEVE","01/06/1948 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Email","","","","","Non","Oui","26/08/2020 11:49:22","2025-12-07 15:02:53","Oui","997"
"BEN-00998","Madame","Lambert","ValÃ©rie","Lambert ValÃ©rie","valaerie.lambert@test.ch","410224918779","410782094244","Rue du Commerce 5","","1203","GENEVE","11/03/1974 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Email","","","","","Non","Oui","26/08/2020 12:05:33","2025-12-07 15:02:53","Oui","998"
"BEN-00999","Madame","Bonnet","Michel","Bonnet Michel","michel.bonnet@email.ch","410223806092","410775714029","Avenue des Champs 64","","1202","GENEVE","04/06/1993 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Bénéficiaires","","","","","Non","Non","27/08/2020 15:30:13","2025-12-07 15:02:53","Oui","999"
"BEN-01002","Monsieur","FranÃ§ois","Bernard","FranÃ§ois Bernard","bernard.franacois@exemple.ch","410229615159","410776024243","Chemin des Fleurs 13","","1208","GENEVE","26/09/1987 00:00:00","FranÃ§ais","","","","","","Ponctuel","28/07/2020 00:00:00","Corona","","","","","Non","Oui","31/08/2020 12:43:15","2025-12-07 15:02:53","Oui","1002"
"BEN-01005","Madame","Martinez","Alain","Martinez Alain","alain.martinez@mail.ch","410226304711","410766566345","Rue du Commerce 29","","1218","GRAND-SACONNEX","20/02/1947 00:00:00","FranÃ§ais","","","","","","Ponctuel","01/02/2021 00:00:00","Autres","","","","","Non","Oui","09/09/2020 13:26:20","2025-12-07 15:02:53","Oui","1005"
"BEN-01008","Madame","Legrand","FranÃ§ois","Legrand FranÃ§ois","franacois.legrand@contact.ch","410226318088","410761536258","Chemin des Vignes 74","","1218","GRAND-SACONNEX","03/06/1960 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Corona","","","","","Non","Oui","17/09/2020 16:46:24","2025-12-07 15:02:53","Oui","1008"
"BEN-01011","Madame","Garnier","Thierry","Garnier Thierry","thierry.garnier@test.ch","410228891065","410773772060","Chemin des Pins 42","","1203","GENEVE","25/02/1978 00:00:00","FranÃ§ais","","","","","","En attente","","Site Lancy","","","","","Non","Oui","24/09/2020 13:43:27","2025-12-07 15:02:53","Oui","1011"
"BEN-01012","Monsieur","Faure","Anne","Faure Anne","anne.faure@email.ch","410226752245","410776807495","Avenue de la LibertÃ© 89","","1200","GENEVE","14/12/1988 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","24/09/2020 13:46:44","2025-12-07 15:02:53","Oui","1012"
"BEN-01013","Monsieur","Rousseau","Martine","Rousseau Martine","martine.rousseau@exemple.ch","410227086995","410786144291","Chemin du Moulin 72","","1203","GENEVE","17/03/1940 00:00:00","FranÃ§ais","","","","","","En attente","","Email","","","","","Non","Non","24/09/2020 13:55:18","2025-12-07 15:02:53","Oui","1013"
"BEN-01014","Monsieur","Blanc","FranÃ§oise","Blanc FranÃ§oise","franacoise.blanc@mail.ch","410222364675","410794759711","Chemin des Pins 16","","1201","GENEVE","10/05/1988 00:00:00","FranÃ§ais","","","","","","En attente","","Site Lancy","","","","","Non","Oui","24/09/2020 15:52:57","2025-12-07 15:02:53","Oui","1014"
"BEN-01016","Madame","Guerin","Monique","Guerin Monique","monique.guerin@contact.ch","410226925971","410791264591","Chemin de Bellevue 72","","1217","MEYRIN","08/01/1940 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Oui","28/09/2020 10:37:57","2025-12-07 15:02:53","Oui","1016"
"BEN-01018","Monsieur","Muller","Nicole","Muller Nicole","nicole.muller@test.ch","410229816720","410789677850","Route de Meyrin 7","","1209","GENEVE","23/05/1987 00:00:00","FranÃ§ais","","","","","","Ponctuel","14/10/2020 00:00:00","Bénéficiaires","","","","","Oui","Oui","29/09/2020 13:29:53","2025-12-07 15:02:53","Oui","1018"
"BEN-01020","Madame","Henry","Patrick","Henry Patrick","patrick.henry@email.ch","410226884718","410783419061","Chemin de la ForÃªt 48","","1200","GENEVE","12/06/1983 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Corona","","","","","Non","Non","01/10/2020 14:55:42","2025-12-07 15:02:53","Oui","1020"
"BEN-01021","Madame","Roussel","Daniel","Roussel Daniel","daniel.roussel@exemple.ch","410223246148","410784942296","Rue du Parc 23","","1214","VERNIER","18/02/1977 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Corona","","","","","Non","Oui","01/10/2020 14:58:33","2025-12-07 15:02:53","Oui","1021"
"BEN-01022","Madame","Nicolas","Christian","Nicolas Christian","christian.nicolas@mail.ch","410222781192","410774846985","Rue du Stade 6","","1201","GENEVE","15/06/1993 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Corona","","","","","Non","Non","01/10/2020 14:59:46","2025-12-07 15:02:53","Oui","1022"
"BEN-01023","Madame","Perrin","Jacques","Perrin Jacques","jacques.perrin@contact.ch","410224546438","410767956392","Avenue des Champs 40","","1200","GENEVE","27/11/1956 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Corona","","","","","Non","Oui","01/10/2020 15:03:01","2025-12-07 15:02:53","Oui","1023"
"BEN-01024","Madame","Meyer","AndrÃ©","Meyer AndrÃ©","andrae.meyer@test.ch","410229448975","410783422198","Avenue du Lac 94","","1202","GENEVE","18/04/1959 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Corona","","","","","Non","Oui","01/10/2020 15:04:46","2025-12-07 15:02:53","Oui","1024"
"BEN-01025","Monsieur","Clement","CÃ©line","Clement CÃ©line","caeline.clement@email.ch","410222415656","410762613693","Rue des Acacias 39","","1201","GENEVE","24/07/1986 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Corona","","","","","Non","Oui","01/10/2020 15:10:47","2025-12-07 15:02:53","Oui","1025"
"BEN-01026","Madame","Dufour","StÃ©phanie","Dufour StÃ©phanie","staephanie.dufour@exemple.ch","410221285941","410795014476","Chemin de Bellevue 87","","1208","GENEVE","14/12/1972 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Corona","","","","","Non","Oui","01/10/2020 15:12:36","2025-12-07 15:02:53","Oui","1026"
"BEN-01027","Madame","Fontaine","Corinne","Fontaine Corinne","corinne.fontaine@mail.ch","410224169194","410763656114","Rue de la Fontaine 78","","1214","VERNIER","16/09/1966 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Corona","","","","","Non","Oui","01/10/2020 15:15:34","2025-12-07 15:02:53","Oui","1027"
"BEN-01028","Madame","Chevalier","Brigitte","Chevalier Brigitte","brigitte.chevalier@contact.ch","410221894194","410789107661","Route de GenÃ¨ve 77","","1214","VERNIER","23/11/1941 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Corona","","","","","Non","Oui","01/10/2020 15:16:37","2025-12-07 15:02:53","Oui","1028"
"BEN-01029","Madame","Robin","Dominique","Robin Dominique","dominique.robin@test.ch","410225894351","410774249269","Avenue des Champs 93","","1217","MEYRIN","27/07/1985 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Corona","","","","","Non","Oui","01/10/2020 15:17:52","2025-12-07 15:02:53","Oui","1029"
"BEN-01030","Madame","Martin","Eric","Martin Eric","eric.martin@email.ch","410225791516","410765062298","Chemin des Fleurs 25","","1228","PLAN-LES-OUATES","17/07/1990 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Corona","","","","","Non","Oui","01/10/2020 15:19:14","2025-12-07 15:02:53","Oui","1030"
"BEN-01032","Madame","Bernard","Pascal","Bernard Pascal","pascal.bernard@exemple.ch","410221275672","410788718566","Avenue du Lac 9","","1218","GRAND-SACONNEX","16/06/1946 00:00:00","FranÃ§ais","","","","","","Ancien","16/10/2020 00:00:00","Genève Bénévolat","","","","","Non","Oui","07/10/2020 09:57:52","2025-12-07 15:02:53","Oui","1032"
"BEN-01035","Madame","Dubois","Olivier","Dubois Olivier","olivier.dubois@mail.ch","410229411336","410764156778","Rue du Parc 31","","1208","GENEVE","28/02/1949 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Oui","15/10/2020 16:10:58","2025-12-07 15:02:53","Oui","1035"
"BEN-01036","Monsieur","Thomas","Bruno","Thomas Bruno","bruno.thomas@contact.ch","410224494563","410789289783","Rue de la Mairie 42","","1218","GRAND-SACONNEX","19/12/1998 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Oui","19/10/2020 12:21:28","2025-12-07 15:02:53","Oui","1036"
"BEN-01037","Madame","Robert","Vincent","Robert Vincent","vincent.robert@test.ch","410227335983","410781624642","Rue des Ecoles 8","","1206","GENEVE","18/10/1983 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Corona","","","","","Non","Oui","21/10/2020 12:50:31","2025-12-07 15:02:53","Oui","1037"
"BEN-01038","Madame","Petit","AgnÃ¨s","Petit AgnÃ¨s","agnaes.petit@email.ch","410221466592","410774298022","Avenue de France 50","","1214","VERNIER","03/09/1973 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Corona","","","","","Non","Oui","22/10/2020 13:50:34","2025-12-07 15:02:53","Oui","1038"
"BEN-01040","Monsieur","Durand","GeneviÃ¨ve","Durand GeneviÃ¨ve","geneviaeve.durand@exemple.ch","410228479457","410781251832","Chemin de la ForÃªt 51","","1227","CAROUGE","09/04/1998 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Lancéen","","","","","Oui","Oui","29/10/2020 15:51:30","2025-12-07 15:02:53","Oui","1040"
"BEN-01041","Madame","Leroy","VÃ©ronique","Leroy VÃ©ronique","vaeronique.leroy@mail.ch","410222558659","410775635126","Rue de la Paix 73","","1205","GENEVE","05/01/1988 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Non","09/11/2020 10:46:15","2025-12-07 15:02:53","Oui","1041"
"BEN-01042","Madame","Moreau","Chantal","Moreau Chantal","chantal.moreau@contact.ch","410229327138","410769186162","Route de GenÃ¨ve 55","","1200","GENEVE","18/01/1947 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","09/11/2020 10:59:18","2025-12-07 15:02:53","Oui","1042"
"BEN-01043","Monsieur","Simon","Jacqueline","Simon Jacqueline","jacqueline.simon@test.ch","410221643753","410789878099","Rue des Acacias 38","","1201","GENEVE","03/07/1955 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Email","","","","","Non","Non","09/11/2020 11:19:27","2025-12-07 15:02:53","Oui","1043"
"BEN-01044","Madame","Laurent","Robert","Laurent Robert","robert.laurent@email.ch","410227066712","410776275494","Rue du Stade 42","","1217","MEYRIN","22/11/1993 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","09/11/2020 11:25:31","2025-12-07 15:02:53","Oui","1044"
"BEN-01045","Madame","Lefebvre","RenÃ©","Lefebvre RenÃ©","renae.lefebvre@exemple.ch","410227824297","410776406388","Rue de la Gare 28","","1204","GENEVE","24/02/1943 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Email","","","","","Non","Oui","09/11/2020 11:40:50","2025-12-07 15:02:53","Oui","1045"
"BEN-01046","Madame","Michel","Georges","Michel Georges","georges.michel@mail.ch","410221584682","410779523662","Rue de la Paix 98","","1204","GENEVE","22/11/1986 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Email","","","","","Non","Oui","09/11/2020 12:21:49","2025-12-07 15:02:53","Oui","1046"
"BEN-01047","Madame","Garcia","Henri","Garcia Henri","henri.garcia@contact.ch","410227467151","410778897211","Rue du Commerce 83","","1201","GENEVE","13/05/1966 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","09/11/2020 15:10:43","2025-12-07 15:02:53","Oui","1047"
"BEN-01048","Madame","David","Louis","David Louis","louis.david@test.ch","410221341778","410781165768","Avenue Victor Hugo 50","","1201","GENEVE","26/11/1990 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","09/11/2020 15:16:57","2025-12-07 15:02:53","Oui","1048"
"BEN-01049","Madame","Bertrand","Sophie","Bertrand Sophie","sophie.bertrand@email.ch","410228169899","410761319960","Avenue des Alpes 65","","1202","GENEVE","21/05/1960 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Tél","","","","","Non","Oui","11/11/2020 10:32:35","2025-12-07 15:02:53","Oui","1049"
"BEN-01052","Madame","Roux","Marie","Roux Marie","marie.roux@exemple.ch","410222163028","410795329957","Rue de la Mairie 88","","1218","GRAND-SACONNEX","12/05/1961 00:00:00","FranÃ§ais","","","","","","Ponctuel","21/12/2020 00:00:00","Tél","","","","","Non","Oui","18/11/2020 10:04:47","2025-12-07 15:02:53","Oui","1052"
"BEN-01054","Madame","Vincent","Isabelle","Vincent Isabelle","isabelle.vincent@mail.ch","410226534683","410797507291","Rue du Parc 40","","1206","GENEVE","01/05/1974 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Tél","","","","","Non","Oui","18/11/2020 11:37:53","2025-12-07 15:02:53","Oui","1054"
"BEN-01074","Madame","Fournier","Catherine","Fournier Catherine","catherine.fournier@contact.ch","410224757012","410799501167","Avenue des Champs 69","","1203","GENEVE","13/04/1985 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Tél","","","","","Non","Non","25/11/2020 11:03:36","2025-12-07 15:02:53","Oui","1074"
"BEN-01075","Madame","Morel","Nathalie","Morel Nathalie","nathalie.morel@test.ch","410222628245","410791931269","Avenue du Lac 24","","1217","MEYRIN","06/03/1952 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Oui","25/11/2020 13:02:23","2025-12-07 15:02:53","Oui","1075"
"BEN-01077","Madame","Girard","Pierre","Girard Pierre","pierre.girard@email.ch","410225421510","410769043267","Avenue du Lac 51","","1203","GENEVE","13/12/1947 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","26/11/2020 11:20:22","2025-12-07 15:02:53","Oui","1077"
"BEN-01078","Monsieur","AndrÃ©","Jean","AndrÃ© Jean","jean.andrae@exemple.ch","410228767192","410768732989","Rue du Commerce 9","","1213","PETIT-LANCY","09/02/1994 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Tél","","","","","Non","Oui","26/11/2020 12:32:54","2025-12-07 15:02:53","Oui","1078"
"BEN-01079","Madame","Mercier","Marc","Mercier Marc","marc.mercier@mail.ch","410228253225","410764735416","Chemin des Vignes 84","","1213","PETIT-LANCY","09/02/1948 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","30/11/2020 12:35:41","2025-12-07 15:02:53","Oui","1079"
"BEN-01080","Madame","Dupont","Philippe","Dupont Philippe","philippe.dupont@contact.ch","410225928451","410776092643","Rue de la Mairie 17","","1200","GENEVE","19/11/1955 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","30/11/2020 12:38:56","2025-12-07 15:02:53","Oui","1080"
"BEN-01081","Madame","Lambert","Laurent","Lambert Laurent","laurent.lambert@test.ch","410225575975","410776898024","Chemin des Pins 85","","1228","PLAN-LES-OUATES","20/06/1996 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Oui","30/11/2020 12:42:43","2025-12-07 15:02:53","Oui","1081"
"BEN-01082","Madame","Bonnet","Julie","Bonnet Julie","julie.bonnet@email.ch","410228555984","410788206568","Rue du Parc 37","","1209","GENEVE","03/03/1940 00:00:00","FranÃ§ais","","","","","","Ponctuel","15/03/2021 00:00:00","Genève Bénévolat","","","","","Non","Oui","30/11/2020 12:46:40","2025-12-07 15:02:53","Oui","1082"
"BEN-01083","Madame","FranÃ§ois","Christine","FranÃ§ois Christine","christine.franacois@exemple.ch","410224769168","410793601399","Chemin du Moulin 48","","1218","GRAND-SACONNEX","20/12/1958 00:00:00","FranÃ§ais","","","","","","Actif","01/01/2020 00:00:00","Autres","","","","","Non","Oui","02/12/2020 09:38:35","2025-12-07 15:02:53","Oui","1083"
"BEN-01084","Monsieur","Martinez","Sylvie","Martinez Sylvie","sylvie.martinez@mail.ch","410229156024","410788537736","Chemin du Moulin 49","","1228","PLAN-LES-OUATES","09/11/1944 00:00:00","FranÃ§ais","","","","","","Ponctuel","15/01/2020 00:00:00","Autres","","","","","Non","Oui","02/12/2020 09:54:14","2025-12-07 15:02:53","Oui","1084"
"BEN-01088","Monsieur","Legrand","Sandrine","Legrand Sandrine","sandrine.legrand@contact.ch","410228375026","410761833947","Avenue Victor Hugo 50","","1201","GENEVE","21/02/1958 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Email","","","","","Non","Oui","15/12/2020 12:08:19","2025-12-07 15:02:53","Oui","1088"
"BEN-01089","Madame","Garnier","ValÃ©rie","Garnier ValÃ©rie","valaerie.garnier@test.ch","410228941836","410763722228","Chemin de la Colline 79","","1207","GENEVE","11/03/1977 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Tél","","","","","Non","Oui","15/12/2020 12:18:06","2025-12-07 15:02:53","Oui","1089"
"BEN-01090","Madame","Faure","Michel","Faure Michel","michel.faure@email.ch","410222473689","410786936844","Route des Acacias 71","","1218","GRAND-SACONNEX","03/10/1993 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Tél","","","","","Non","Non","15/12/2020 13:35:16","2025-12-07 15:02:53","Oui","1090"
"BEN-01092","Madame","Rousseau","Bernard","Rousseau Bernard","bernard.rousseau@exemple.ch","410221697649","410792175330","Route de GenÃ¨ve 76","","1202","GENEVE","08/08/1942 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","15/12/2020 16:40:10","2025-12-07 15:02:53","Oui","1092"
"BEN-01093","Madame","Blanc","Alain","Blanc Alain","alain.blanc@mail.ch","410228428094","410778468579","Route de Ferney 17","","1205","GENEVE","02/02/1954 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","15/12/2020 16:47:01","2025-12-07 15:02:53","Oui","1093"
"BEN-01116","Madame","Guerin","FranÃ§ois","Guerin FranÃ§ois","franacois.guerin@contact.ch","410226483192","410781059099","Avenue de la LibertÃ© 14","","1209","GENEVE","27/05/1976 00:00:00","FranÃ§ais","","","","","","Ponctuel","13/07/2021 00:00:00","Tél","","","","","Non","Oui","24/03/2021 09:27:18","2025-12-07 15:02:53","Oui","1116"
"BEN-01117","Madame","Muller","Thierry","Muller Thierry","thierry.muller@test.ch","410224104059","410785738348","Chemin de Bellevue 40","","1214","VERNIER","10/06/1962 00:00:00","FranÃ§ais","","","","","","Actif","30/04/2021 00:00:00","Site Lancy","","","","","Oui","Oui","24/03/2021 12:04:41","2025-12-07 15:02:53","Oui","1117"
"BEN-01118","Madame","Henry","Anne","Henry Anne","anne.henry@email.ch","410224952748","410764595835","Chemin du Moulin 73","","1201","GENEVE","28/06/1989 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","24/03/2021 12:29:22","2025-12-07 15:02:53","Oui","1118"
"BEN-01119","Monsieur","Roussel","Martine","Roussel Martine","martine.roussel@exemple.ch","410223062424","410799145641","Rue Jean JaurÃ¨s 30","","1201","GENEVE","16/12/1951 00:00:00","FranÃ§ais","","","","","","Ponctuel","22/04/2021 00:00:00","Site Lancy","","","","","Non","Oui","24/03/2021 12:36:59","2025-12-07 15:02:53","Oui","1119"
"BEN-01120","Monsieur","Nicolas","FranÃ§oise","Nicolas FranÃ§oise","franacoise.nicolas@mail.ch","410224275315","410795679668","Rue du Commerce 86","","1201","GENEVE","03/08/1948 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","13/04/2021 16:46:53","2025-12-07 15:02:53","Oui","1120"
"BEN-01126","Monsieur","Perrin","Monique","Perrin Monique","monique.perrin@contact.ch","410228659112","410781367469","Avenue du Lac 10","","1202","GENEVE","28/07/1967 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","04/05/2021 16:08:51","2025-12-07 15:02:53","Oui","1126"
"BEN-01127","Madame","Meyer","Nicole","Meyer Nicole","nicole.meyer@test.ch","410224169178","410794818577","Route de GenÃ¨ve 97","","1207","GENEVE","23/12/1971 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","04/05/2021 16:18:50","2025-12-07 15:02:53","Oui","1127"
"BEN-01128","Madame","Clement","Patrick","Clement Patrick","patrick.clement@email.ch","410229857087","410766824147","Avenue de la LibertÃ© 66","","1214","VERNIER","04/05/1982 00:00:00","FranÃ§ais","","","","","","Ponctuel","02/11/2021 00:00:00","Tél","","","","","Non","Non","11/05/2021 13:30:31","2025-12-07 15:02:53","Oui","1128"
"BEN-01129","Monsieur","Dufour","Daniel","Dufour Daniel","daniel.dufour@exemple.ch","410221008626","410778487078","Route de Lausanne 2","","1206","GENEVE","26/03/1978 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","19/05/2021 13:28:51","2025-12-07 15:02:53","Oui","1129"
"BEN-01131","Monsieur","Fontaine","Christian","Fontaine Christian","christian.fontaine@mail.ch","410225743933","410796275446","Rue de la Gare 62","","1200","GENEVE","17/09/1955 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Services sociaux","","","","","Non","Non","19/05/2021 18:34:25","2025-12-07 15:02:53","Oui","1131"
"BEN-01132","Monsieur","Chevalier","Jacques","Chevalier Jacques","jacques.chevalier@contact.ch","410226724816","410766846371","Route de Ferney 55","","1204","GENEVE","17/06/1975 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","19/05/2021 18:49:03","2025-12-07 15:02:53","Oui","1132"
"BEN-01133","Madame","Robin","AndrÃ©","Robin AndrÃ©","andrae.robin@test.ch","410228553316","410782988292","Route de Meyrin 18","","1206","GENEVE","15/09/1968 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Services sociaux","","","","","Non","Oui","26/05/2021 10:50:00","2025-12-07 15:02:53","Oui","1133"
"BEN-01135","Monsieur","Martin","CÃ©line","Martin CÃ©line","caeline.martin@email.ch","410226892868","410799395644","Chemin des Fleurs 93","","1203","GENEVE","10/04/1991 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Tél","","","","","Non","Oui","31/05/2021 11:01:26","2025-12-07 15:02:53","Oui","1135"
"BEN-01137","Madame","Bernard","StÃ©phanie","Bernard StÃ©phanie","staephanie.bernard@exemple.ch","410224323269","410772384723","Rue de la Gare 42","","1228","PLAN-LES-OUATES","20/05/1981 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Services sociaux","","","","","Non","Oui","02/06/2021 12:19:23","2025-12-07 15:02:53","Oui","1137"
"BEN-01138","Madame","Dubois","Corinne","Dubois Corinne","corinne.dubois@mail.ch","410227075422","410773551873","Route de Lausanne 90","","1217","MEYRIN","05/05/1978 00:00:00","FranÃ§ais","","","","","","Ancien","","Site Lancy","","","","","Non","Non","02/06/2021 18:40:27","2025-12-07 15:02:53","Oui","1138"
"BEN-01139","Madame","Thomas","Brigitte","Thomas Brigitte","brigitte.thomas@contact.ch","410221269828","410797603035","Avenue des Alpes 47","","1218","GRAND-SACONNEX","03/05/1960 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","02/06/2021 18:43:16","2025-12-07 15:02:53","Oui","1139"
