"NumeroBeneficiaire","Civilite","Nom","Prenom","NomComplet","Email","Telephone","Adresse1","Adresse2","NPA","Ville","DateNaissance","Besoins","Referent","Horaires","DateDebut","Historique","Statut","RGPDConsentement","RGPDDateConsentement","SourceID"
"BNF-00553","Madame","Girard","Robert","Girard Robert","robert.girard@email.ch","410227756355","Avenue de la Source 47","","1218","GRAND-SACONNEX","07/04/1946 00:00:00","","","","02/07/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","553"
"BNF-00554","Madame","Andr̩","Ren̩","Andr̩ Ren̩","renae.andrae@exemple.ch","410221949515","Chemin de Bellevue 31","","1200","GENEVE","27/05/1968 00:00:00","","","","01/01/2016 00:00:00","","Actif","Oui","2025-12-07 15:02:53","554"
"BNF-00555","Madame","Mercier","Georges","Mercier Georges","georges.mercier@mail.ch","410227701931","Rue de la Paix 42","","1217","MEYRIN","13/06/1945 00:00:00","","","","17/09/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","555"
"BNF-00556","Madame","Dupont","Henri","Dupont Henri","henri.dupont@contact.ch","410227451848","Boulevard du Rh̫ne 29","","1206","GENEVE","10/03/1964 00:00:00","","","","12/07/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","556"
"BNF-00557","Madame","Lambert","Louis","Lambert Louis","louis.lambert@test.ch","410229876653","Chemin du Moulin 4","","1205","GENEVE","17/04/1994 00:00:00","","","","01/11/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","557"
"BNF-00559","Madame","Bonnet","Sophie","Bonnet Sophie","sophie.bonnet@email.ch","410226986487","Chemin des Fleurs 16","","1200","GENEVE","03/09/1998 00:00:00","","","","22/09/2016 00:00:00","","Actif","Oui","2025-12-07 15:02:53","559"
"BNF-00560","Madame","Fran̤ois","Marie","Fran̤ois Marie","marie.franacois@exemple.ch","410226314458","Avenue de la Source 4","","1209","GENEVE","01/08/1996 00:00:00","","","","25/07/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","560"
"BNF-00561","Madame","Martinez","Isabelle","Martinez Isabelle","isabelle.martinez@mail.ch","410222424648","Rue du Stade 41","","1207","GENEVE","10/08/1971 00:00:00","","","","25/09/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","561"
"BNF-00562","Madame","Legrand","Catherine","Legrand Catherine","catherine.legrand@contact.ch","410229283978","Rue du Parc 39","","1200","GENEVE","22/03/1952 00:00:00","","","","10/09/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","562"
"BNF-00572","Madame","Garnier","Nathalie","Garnier Nathalie","nathalie.garnier@test.ch","410224268313","Avenue de la Libert̩ 85","","1218","GRAND-SACONNEX","27/04/1980 00:00:00","","","","29/08/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","572"
"BNF-00573","Madame","Faure","Pierre","Faure Pierre","pierre.faure@email.ch","410226583464","Rue des Ecoles 42","","1228","PLAN-LES-OUATES","10/08/1967 00:00:00","","","","03/09/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","573"
"BNF-00574","Madame","Rousseau","Jean","Rousseau Jean","jean.rousseau@exemple.ch","410229898674","Route de Gen̬ve 34","","1213","PETIT-LANCY","13/05/1980 00:00:00","","","","29/08/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","574"
"BNF-00575","Madame","Blanc","Marc","Blanc Marc","marc.blanc@mail.ch","410229151724","Chemin de Bellevue 41","","1206","GENEVE","26/05/1964 00:00:00","","","","03/09/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","575"
"BNF-00576","Madame","Guerin","Philippe","Guerin Philippe","philippe.guerin@contact.ch","410222359088","Chemin des Fleurs 30","","1208","GENEVE","19/01/1988 00:00:00","","","","03/09/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","576"
"BNF-00577","Madame","Muller","Laurent","Muller Laurent","laurent.muller@test.ch","410222182099","Chemin de Bellevue 73","","1208","GENEVE","11/12/1972 00:00:00","","","","03/12/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","577"
"BNF-00579","Madame","Henry","Julie","Henry Julie","julie.henry@email.ch","410227183880","Route de Gen̬ve 82","","1218","GRAND-SACONNEX","18/01/1964 00:00:00","","","","17/09/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","579"
"BNF-00583","Madame","Roussel","Christine","Roussel Christine","christine.roussel@exemple.ch","410229096674","Boulevard du Rh̫ne 90","","1208","GENEVE","14/04/1961 00:00:00","","","","17/09/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","583"
"BNF-00584","Madame","Nicolas","Sylvie","Nicolas Sylvie","sylvie.nicolas@mail.ch","410226778690","Route des Acacias 90","","1218","GRAND-SACONNEX","11/07/1978 00:00:00","","","","17/09/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","584"
"BNF-00587","Madame","Perrin","Sandrine","Perrin Sandrine","sandrine.perrin@contact.ch","410228655340","Rue de la Paix 78","","1204","GENEVE","08/02/1973 00:00:00","","","","17/09/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","587"
"BNF-00588","Madame","Meyer","Val̩rie","Meyer Val̩rie","valaerie.meyer@test.ch","410226618997","Avenue des Champs 99","","1209","GENEVE","27/10/1991 00:00:00","","","","17/09/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","588"
"BNF-00589","Madame","Clement","Michel","Clement Michel","michel.clement@email.ch","410222235474","Rue du Parc 24","","1213","PETIT-LANCY","16/04/1950 00:00:00","","","","17/09/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","589"
"BNF-00590","Monsieur","Dufour","Bernard","Dufour Bernard","bernard.dufour@exemple.ch","410226838454","Rue du Commerce 3","","1202","GENEVE","02/06/1982 00:00:00","","","","17/09/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","590"
"BNF-00591","Madame","Fontaine","Alain","Fontaine Alain","alain.fontaine@mail.ch","410222736347","Rue Jean Jaur̬s 71","","1202","GENEVE","18/06/1992 00:00:00","","","","17/09/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","591"
"BNF-00592","Madame","Chevalier","Fran̤ois","Chevalier Fran̤ois","franacois.chevalier@contact.ch","410223472686","Rue de la Mairie 71","","1208","GENEVE","21/07/1966 00:00:00","","","","17/09/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","592"
"BNF-00593","Monsieur","Robin","Thierry","Robin Thierry","thierry.robin@test.ch","410221801769","Route de Gen̬ve 25","","1206","GENEVE","05/05/1983 00:00:00","","","","19/07/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","593"
"BNF-00594","Madame","Martin","Anne","Martin Anne","anne.martin@email.ch","410227149696","Chemin de Bellevue 17","","1200","GENEVE","09/01/1985 00:00:00","","","","17/09/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","594"
"BNF-00595","Monsieur","Bernard","Martine","Bernard Martine","martine.bernard@exemple.ch","410222384112","Chemin de Bellevue 56","","1204","GENEVE","08/02/1943 00:00:00","","","","17/09/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","595"
"BNF-00596","Madame","Dubois","Fran̤oise","Dubois Fran̤oise","franacoise.dubois@mail.ch","410226378438","Rue du Stade 56","","1218","GRAND-SACONNEX","23/08/1958 00:00:00","","","","17/09/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","596"
"BNF-00597","Madame","Thomas","Monique","Thomas Monique","monique.thomas@contact.ch","410221418418","Chemin du Moulin 69","","1228","PLAN-LES-OUATES","02/11/1950 00:00:00","","","","17/09/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","597"
"BNF-00598","Madame","Robert","Nicole","Robert Nicole","nicole.robert@test.ch","410229566238","Chemin de la For̻t 15","","1207","GENEVE","13/07/1994 00:00:00","","","","17/09/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","598"
"BNF-00599","Monsieur","Petit","Patrick","Petit Patrick","patrick.petit@email.ch","410227681994","Rue de la Paix 41","","1205","GENEVE","10/03/1946 00:00:00","","","","17/09/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","599"
"BNF-00600","Madame","Durand","Daniel","Durand Daniel","daniel.durand@exemple.ch","410222533576","Route des Acacias 91","","1227","CAROUGE","19/07/1997 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","600"
"BNF-00603","Monsieur","Leroy","Christian","Leroy Christian","christian.leroy@mail.ch","410221286079","Chemin de la Colline 29","","1201","GENEVE","01/08/1979 00:00:00","","","","25/09/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","603"
"BNF-00604","Madame","Moreau","Jacques","Moreau Jacques","jacques.moreau@contact.ch","410229829672","Boulevard du Rh̫ne 73","","1213","PETIT-LANCY","27/08/1979 00:00:00","","","","25/09/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","604"
"BNF-00605","Madame","Simon","Andr̩","Simon Andr̩","andrae.simon@test.ch","410226881694","Boulevard du Rh̫ne 52","","1201","GENEVE","28/05/1974 00:00:00","","","","25/09/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","605"
"BNF-00606","Madame","Laurent","C̩line","Laurent C̩line","caeline.laurent@email.ch","410223087643","Rue de la Gare 13","","1205","GENEVE","14/12/1967 00:00:00","","","","08/10/2015 00:00:00","","Actif","Oui","2025-12-07 15:02:53","606"
"BNF-00607","Madame","Lefebvre","St̩phanie","Lefebvre St̩phanie","staephanie.lefebvre@exemple.ch","410224925570","Rue de la Fontaine 86","","1209","GENEVE","25/01/1977 00:00:00","","","","15/10/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","607"
"BNF-00608","Madame","Michel","Corinne","Michel Corinne","corinne.michel@mail.ch","410222153386","Route des Acacias 33","","1213","PETIT-LANCY","17/03/1963 00:00:00","","","","17/09/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","608"
"BNF-00609","Madame","Garcia","Brigitte","Garcia Brigitte","brigitte.garcia@contact.ch","410228362110","Chemin de Bellevue 87","","1203","GENEVE","03/06/1954 00:00:00","","","","20/09/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","609"
"BNF-00610","Madame","David","Dominique","David Dominique","dominique.david@test.ch","410223617547","Rue du Commerce 91","","1203","GENEVE","28/10/1992 00:00:00","","","","25/09/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","610"
"BNF-00611","Madame","Bertrand","Eric","Bertrand Eric","eric.bertrand@email.ch","410221355350","Route de Lausanne 95","","1209","GENEVE","26/12/1965 00:00:00","","","","27/09/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","611"
"BNF-00613","Madame","Roux","Pascal","Roux Pascal","pascal.roux@exemple.ch","410223055932","Route des Acacias 21","","1227","CAROUGE","19/01/1946 00:00:00","","","","26/11/2024 00:00:00","","Actif","Oui","2025-12-07 15:02:53","613"
"BNF-00615","Madame","Vincent","Olivier","Vincent Olivier","olivier.vincent@mail.ch","410226225770","Avenue des Champs 77","","1228","PLAN-LES-OUATES","07/04/1997 00:00:00","","","","29/05/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","615"
"BNF-00616","Monsieur","Fournier","Bruno","Fournier Bruno","bruno.fournier@contact.ch","410227848571","Rue des Acacias 10","","1214","VERNIER","14/08/1959 00:00:00","","","","24/09/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","616"
"BNF-00618","Madame","Morel","Vincent","Morel Vincent","vincent.morel@test.ch","410228621838","Avenue du Lac 54","","1206","GENEVE","08/01/1971 00:00:00","","","","16/06/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","618"
"BNF-00619","Monsieur","Girard","Agn̬s","Girard Agn̬s","agnaes.girard@email.ch","410226917566","Route de Ferney 18","","1228","PLAN-LES-OUATES","26/02/1978 00:00:00","","","","15/10/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","619"
"BNF-00620","Madame","Andr̩","Genevi̬ve","Andr̩ Genevi̬ve","geneviaeve.andrae@exemple.ch","410221281780","Route de Ferney 2","","1204","GENEVE","19/06/1953 00:00:00","","","","17/09/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","620"
"BNF-00621","Monsieur","Mercier","V̩ronique","Mercier V̩ronique","vaeronique.mercier@mail.ch","410221049680","Chemin de Bellevue 87","","1204","GENEVE","24/12/1962 00:00:00","","","","04/10/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","621"
"BNF-00622","Madame","Dupont","Chantal","Dupont Chantal","chantal.dupont@contact.ch","410221216574","Rue des Ecoles 48","","1214","VERNIER","23/08/1962 00:00:00","","","","18/10/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","622"
"BNF-00624","Madame","Lambert","Jacqueline","Lambert Jacqueline","jacqueline.lambert@test.ch","410225554373","Avenue des Champs 92","","1228","PLAN-LES-OUATES","26/07/1945 00:00:00","","","","01/10/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","624"
"BNF-00625","Madame","Bonnet","Robert","Bonnet Robert","robert.bonnet@email.ch","410221391943","Rue de la Fontaine 27","","1217","MEYRIN","04/06/1962 00:00:00","","","","15/10/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","625"
"BNF-00626","Monsieur","Fran̤ois","Ren̩","Fran̤ois Ren̩","renae.franacois@exemple.ch","410228824796","Rue de la Gare 44","","1207","GENEVE","13/07/1964 00:00:00","","","","15/10/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","626"
"BNF-00627","Madame","Martinez","Georges","Martinez Georges","georges.martinez@mail.ch","410228673024","Chemin des Fleurs 45","","1228","PLAN-LES-OUATES","15/07/1956 00:00:00","","","","15/10/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","627"
"BNF-00628","Madame","Legrand","Henri","Legrand Henri","henri.legrand@contact.ch","410228473033","Route de Ferney 88","","1209","GENEVE","24/08/1948 00:00:00","","","","15/10/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","628"
"BNF-00630","Monsieur","Garnier","Louis","Garnier Louis","louis.garnier@test.ch","410227287080","Rue du Stade 31","","1202","GENEVE","01/10/1949 00:00:00","","","","15/10/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","630"
"BNF-00631","Madame","Faure","Sophie","Faure Sophie","sophie.faure@email.ch","410229214822","Rue du Parc 61","","1205","GENEVE","26/11/1960 00:00:00","","","","15/10/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","631"
"BNF-00632","Madame","Rousseau","Marie","Rousseau Marie","marie.rousseau@exemple.ch","410226478241","Avenue des Alpes 7","","1204","GENEVE","13/02/1960 00:00:00","","","","15/10/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","632"
"BNF-00635","Madame","Blanc","Isabelle","Blanc Isabelle","isabelle.blanc@mail.ch","410221981544","Rue de la Fontaine 36","","1218","GRAND-SACONNEX","11/04/1953 00:00:00","","","","25/08/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","635"
"BNF-00636","Madame","Guerin","Catherine","Guerin Catherine","catherine.guerin@contact.ch","410223637817","Rue de la Fontaine 34","","1209","GENEVE","12/11/1992 00:00:00","","","","05/11/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","636"
"BNF-00637","Madame","Muller","Nathalie","Muller Nathalie","nathalie.muller@test.ch","410225889713","Boulevard du Rh̫ne 58","","1203","GENEVE","25/05/1999 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","637"
"BNF-00641","Madame","Henry","Pierre","Henry Pierre","pierre.henry@email.ch","410229811735","Avenue de la Source 2","","1227","CAROUGE","27/09/1973 00:00:00","","","","14/01/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","641"
"BNF-00642","Madame","Roussel","Jean","Roussel Jean","jean.roussel@exemple.ch","410225373197","Chemin de la For̻t 49","","1204","GENEVE","28/01/1968 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","642"
"BNF-00646","Monsieur","Nicolas","Marc","Nicolas Marc","marc.nicolas@mail.ch","410224169329","Avenue de France 38","","1207","GENEVE","17/11/1942 00:00:00","","","","05/11/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","646"
"BNF-00648","Madame","Perrin","Philippe","Perrin Philippe","philippe.perrin@contact.ch","410222051896","Chemin des Pins 14","","1200","GENEVE","25/11/1996 00:00:00","","","","24/05/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","648"
"BNF-00650","Madame","Meyer","Laurent","Meyer Laurent","laurent.meyer@test.ch","410226627237","Rue de la Paix 40","","1201","GENEVE","13/10/1941 00:00:00","","","","05/11/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","650"
"BNF-00654","Madame","Clement","Julie","Clement Julie","julie.clement@email.ch","410226782752","Route de Ferney 46","","1201","GENEVE","20/03/1967 00:00:00","","","","20/01/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","654"
"BNF-00657","Madame","Dufour","Christine","Dufour Christine","christine.dufour@exemple.ch","410224926538","Chemin de Bellevue 70","","1205","GENEVE","04/06/1993 00:00:00","","","","22/11/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","657"
"BNF-00658","Madame","Fontaine","Sylvie","Fontaine Sylvie","sylvie.fontaine@mail.ch","410222709491","Boulevard du Rh̫ne 1","","1218","GRAND-SACONNEX","06/02/1996 00:00:00","","","","19/11/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","658"
"BNF-00661","Madame","Chevalier","Sandrine","Chevalier Sandrine","sandrine.chevalier@contact.ch","410222717944","Avenue des Alpes 57","","1205","GENEVE","13/09/1994 00:00:00","","","","21/11/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","661"
"BNF-00662","Monsieur","Robin","Val̩rie","Robin Val̩rie","valaerie.robin@test.ch","410228276884","Route des Acacias 42","","1217","MEYRIN","16/12/1943 00:00:00","","","","17/12/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","662"
"BNF-00663","Monsieur","Martin","Michel","Martin Michel","michel.martin@email.ch","410223412295","Avenue de France 14","","1204","GENEVE","23/12/1955 00:00:00","","","","03/12/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","663"
"BNF-00664","Madame","Bernard","Bernard","Bernard Bernard","bernard.bernard@exemple.ch","410222519675","Route des Acacias 23","","1200","GENEVE","14/10/1941 00:00:00","","","","03/12/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","664"
"BNF-00670","Madame","Dubois","Alain","Dubois Alain","alain.dubois@mail.ch","410226998863","Rue de la Paix 19","","1209","GENEVE","12/12/1948 00:00:00","","","","17/12/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","670"
"BNF-00671","Monsieur","Thomas","Fran̤ois","Thomas Fran̤ois","franacois.thomas@contact.ch","410224273567","Chemin de la For̻t 65","","1207","GENEVE","17/04/1942 00:00:00","","","","03/12/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","671"
"BNF-00672","Madame","Robert","Thierry","Robert Thierry","thierry.robert@test.ch","410227464923","Rue Jean Jaur̬s 41","","1208","GENEVE","12/09/1996 00:00:00","","","","03/12/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","672"
"BNF-00674","Madame","Petit","Anne","Petit Anne","anne.petit@email.ch","410221972573","Avenue du Lac 82","","1202","GENEVE","05/09/1997 00:00:00","","","","19/11/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","674"
"BNF-00675","Madame","Durand","Martine","Durand Martine","martine.durand@exemple.ch","410221412721","Route de Gen̬ve 54","","1202","GENEVE","25/08/1971 00:00:00","","","","01/01/2010 00:00:00","","Actif","Oui","2025-12-07 15:02:53","675"
"BNF-00676","Madame","Leroy","Fran̤oise","Leroy Fran̤oise","franacoise.leroy@mail.ch","410223055571","Route de Ferney 36","","1214","VERNIER","21/01/1963 00:00:00","","","","17/12/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","676"
"BNF-00677","Monsieur","Moreau","Monique","Moreau Monique","monique.moreau@contact.ch","410226522285","Avenue de la Source 97","","1204","GENEVE","15/09/1943 00:00:00","","","","13/12/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","677"
"BNF-00678","Madame","Simon","Nicole","Simon Nicole","nicole.simon@test.ch","410226852571","Chemin de la For̻t 85","","1208","GENEVE","18/06/1954 00:00:00","","","","11/12/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","678"
"BNF-00679","Madame","Laurent","Patrick","Laurent Patrick","patrick.laurent@email.ch","410227724114","Rue des Ecoles 90","","1213","PETIT-LANCY","23/12/1969 00:00:00","","","","11/12/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","679"
"BNF-00680","Madame","Lefebvre","Daniel","Lefebvre Daniel","daniel.lefebvre@exemple.ch","410225594831","Route de Gen̬ve 13","","1200","GENEVE","23/01/1951 00:00:00","","","","12/11/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","680"
"BNF-00681","Madame","Michel","Christian","Michel Christian","christian.michel@mail.ch","410226346886","Chemin de Bellevue 22","","1218","GRAND-SACONNEX","27/06/1969 00:00:00","","","","20/12/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","681"
"BNF-00682","Madame","Garcia","Jacques","Garcia Jacques","jacques.garcia@contact.ch","410226857335","Route de Lausanne 93","","1208","GENEVE","18/01/1978 00:00:00","","","","22/01/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","682"
"BNF-00684","Madame","David","Andr̩","David Andr̩","andrae.david@test.ch","410224588224","Rue des Acacias 28","","1213","PETIT-LANCY","26/10/1948 00:00:00","","","","01/01/2016 00:00:00","","Actif","Oui","2025-12-07 15:02:53","684"
"BNF-00685","Madame","Bertrand","C̩line","Bertrand C̩line","caeline.bertrand@email.ch","410224816822","Avenue de la Source 23","","1207","GENEVE","03/05/1994 00:00:00","","","","14/01/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","685"
"BNF-00688","Madame","Roux","St̩phanie","Roux St̩phanie","staephanie.roux@exemple.ch","410225309379","Rue des Acacias 56","","1204","GENEVE","07/08/1973 00:00:00","","","","16/01/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","688"
"BNF-00689","Monsieur","Vincent","Corinne","Vincent Corinne","corinne.vincent@mail.ch","410226179328","Chemin de Bellevue 87","","1227","CAROUGE","02/05/1942 00:00:00","","","","21/01/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","689"
"BNF-00691","Monsieur","Fournier","Brigitte","Fournier Brigitte","brigitte.fournier@contact.ch","410223495082","Route des Acacias 81","","1217","MEYRIN","15/05/1951 00:00:00","","","","11/02/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","691"
"BNF-00692","Madame","Morel","Dominique","Morel Dominique","dominique.morel@test.ch","410227106812","Avenue du Lac 39","","1200","GENEVE","10/09/1990 00:00:00","","","","18/03/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","692"
"BNF-00693","Madame","Girard","Eric","Girard Eric","eric.girard@email.ch","410223515416","Chemin des Pins 54","","1209","GENEVE","08/05/1959 00:00:00","","","","18/03/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","693"
"BNF-00695","Monsieur","Andr̩","Pascal","Andr̩ Pascal","pascal.andrae@exemple.ch","410227337261","Rue de la Paix 56","","1218","GRAND-SACONNEX","06/04/1999 00:00:00","","","","01/04/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","695"
"BNF-00696","Madame","Mercier","Olivier","Mercier Olivier","olivier.mercier@mail.ch","410229093824","Avenue de la Source 6","","1205","GENEVE","10/10/1986 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","696"
"BNF-00699","Monsieur","Dupont","Bruno","Dupont Bruno","bruno.dupont@contact.ch","410227136765","Rue du Stade 33","","1213","PETIT-LANCY","16/10/1942 00:00:00","","","","07/02/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","699"
"BNF-00700","Monsieur","Lambert","Vincent","Lambert Vincent","vincent.lambert@test.ch","410227349770","Rue de la Gare 23","","1202","GENEVE","10/05/1947 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","700"
"BNF-00701","Monsieur","Bonnet","Agn̬s","Bonnet Agn̬s","agnaes.bonnet@email.ch","410229097517","Chemin des Vignes 49","","1201","GENEVE","10/05/1953 00:00:00","","","","23/01/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","701"
"BNF-00702","Monsieur","Fran̤ois","Genevi̬ve","Fran̤ois Genevi̬ve","geneviaeve.franacois@exemple.ch","410221206745","Avenue Victor Hugo 95","","1228","PLAN-LES-OUATES","04/12/1977 00:00:00","","","","27/02/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","702"
"BNF-00703","Madame","Martinez","V̩ronique","Martinez V̩ronique","vaeronique.martinez@mail.ch","410223845165","Route de Lausanne 87","","1206","GENEVE","28/12/1955 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","703"
"BNF-00706","Monsieur","Legrand","Chantal","Legrand Chantal","chantal.legrand@contact.ch","410221247586","Avenue des Alpes 18","","1218","GRAND-SACONNEX","09/07/1990 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","706"
"BNF-00711","Madame","Garnier","Jacqueline","Garnier Jacqueline","jacqueline.garnier@test.ch","410226337678","Chemin des Fleurs 39","","1213","PETIT-LANCY","25/10/1966 00:00:00","","","","18/03/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","711"
"BNF-00721","Madame","Faure","Robert","Faure Robert","robert.faure@email.ch","410225332625","Rue du Commerce 52","","1203","GENEVE","13/05/1949 00:00:00","","","","11/03/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","721"
"BNF-00724","Madame","Rousseau","Ren̩","Rousseau Ren̩","renae.rousseau@exemple.ch","410227212647","Avenue des Alpes 96","","1206","GENEVE","21/01/1946 00:00:00","","","","21/01/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","724"
"BNF-00725","Madame","Blanc","Georges","Blanc Georges","georges.blanc@mail.ch","410226267295","Route de Ferney 42","","1203","GENEVE","25/11/1995 00:00:00","","","","13/03/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","725"
"BNF-00730","Monsieur","Guerin","Henri","Guerin Henri","henri.guerin@contact.ch","410226835581","Avenue des Champs 72","","1204","GENEVE","26/08/1964 00:00:00","","","","18/03/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","730"
"BNF-00731","Madame","Muller","Louis","Muller Louis","louis.muller@test.ch","410223574214","Route de Meyrin 88","","1205","GENEVE","23/06/1957 00:00:00","","","","18/03/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","731"
"BNF-00733","Monsieur et Madame","Henry","Sophie","Henry Sophie","sophie.henry@email.ch","410227801574","Rue des Acacias 20","","1214","VERNIER","02/11/1994 00:00:00","","","","10/06/2016 00:00:00","","Actif","Oui","2025-12-07 15:02:53","733"
"BNF-00735","Monsieur","Roussel","Marie","Roussel Marie","marie.roussel@exemple.ch","410225393192","Rue de la Paix 73","","1202","GENEVE","02/01/1966 00:00:00","","","","01/10/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","735"
"BNF-00738","Madame","Nicolas","Isabelle","Nicolas Isabelle","isabelle.nicolas@mail.ch","410228012432","Route de Lausanne 44","","1204","GENEVE","27/02/1980 00:00:00","","","","13/05/2019 00:00:00","","Actif","Oui","2025-12-07 15:02:53","738"
